GENE,SCORE,Mutation,Expression hub,Regulator,Genomic abnormalities (CNV),meEthylation,#SIGPVALS
ZFR,3.97213,0,54,1,0,0,0
NFAM1,3.97125,0,95,1,0,0.485101,33
MAZ,3.96883,0,55,1,0,0.0125001,0
ZBED5,3.96692,0,56,1,0,0.0247187,17
PPP1R10,3.96431,0,58,1,0,0.0489073,0
ZNRD1,3.96277,0,56,1,0,0.0255689,15
GAS7,3.95764,0,57,1,0,0.0384425,32
TRPS1,3.95759,0,55,1,1,0.0173841,12
COPS2,3.95287,1.08672,58,1,0,0.0325584,4
CUX1,3.94891,0,55,1,1,0.0191585,0
ENY2,3.94779,0,55,1,1,0.0193873,6
MAFF,3.94744,0,55,1,0,0.0168724,14
STK39,3.94709,0,55,1,0,0.0169447,1
PRKAR1A,3.94277,0,88,1,0,0.408131,1
TRIM27,3.94212,0,55,1,0,0.0179601,0
PLAGL2,3.94014,0,55,1,0,0.0183652,0
TBPL1,3.93275,0,57,1,0,0.0435296,0
RAB2A,3.93129,0,60,1,1,0.0818979,0
ZFP36L2,3.92784,0,55,1,0,0.0208791,19
UBA2,3.92192,0,54,1,1,0.0128487,11
NR1H3,3.92042,0,57,1,0,0.0460502,0
PRKACB,3.91985,0,56,1,0,0.0343409,28
GTF2E1,3.91541,0,55,1,0,0.0234193,0
TCEAL3,3.91427,0,53,1,0,0,0
ZNF280D,3.91427,0,53,1,0,0,24
FGFR1OP,3.91349,0,55,1,0,0.0238116,0
ADRB2,3.91226,0,58,1,0,0.0595473,1
HNRNPU,3.90528,0,55,1,0,0.0254897,20
ZNF827,3.89744,0.199971,53,1,0,0,0
MED30,3.89577,0,55,1,1,0.0300198,0
DOK1,3.8925,0,54,1,0,0.0162767,1
E2F4,3.89123,0,54,1,0,0.0165351,0
BAX,3.88545,0,54,1,1,0.0203023,0
ZMYM2,3.8815,0,54,1,0,0.0185252,7
TFB2M,3.88144,0,61,1,0,0.101327,0
COBRA1,3.87706,0,55,1,0,0.0312589,0
RPS6KA5,3.87559,0,54,1,0,0.019732,1
ZNF664,3.87449,0,54,1,0,0.0199572,0
NFX1,3.87219,0,54,1,0,0.0204284,10
DUSP6,3.87017,0,54,1,0,0.0208403,27
SYNCRIP,3.86989,0,76,1,0,0.281101,0
ATRX,3.86905,0,52,1,1,0,26
ZNF275,3.86905,0,52,1,1,0,4
PPP2CA,3.86338,0,57,1,0,0.0577108,0
PDLIM1,3.86182,0,55,1,0,0.0343729,1
EXOSC10,3.86111,0,59,1,0,0.0818296,0
POLR3E,3.85903,0,53,1,0,0.0112917,8
POLR1D,3.85677,0,54,1,0,0.0235797,19
EIF2AK3,3.8564,0,52,1,0,0,0
ZBTB11,3.84394,0,53,1,0,0.0143758,32
RNF141,3.84344,0,60,1,0,0.0972702,0
NFIL3,3.84016,0,53,1,0,0.0151484,7
RAB24,3.83901,0,53,1,0,0.0153833,0
ZC3HAV1,3.83786,0,54,1,1,0.0300311,8
AIP,3.83608,0,57,1,0,0.0632907,0
MCM6,3.83218,0,53,1,0,0.0167798,0
HMGB2,3.82212,0,53,1,0,0.018835,4
GTF2F1,3.82147,0,53,1,1,0.0215537,0
PIM1,3.8211,0,53,1,0,0.0190433,0
KLF5,3.81941,0,54,1,0,0.0312151,4
DUSP10,3.81886,0,53,1,0,0.0195015,0
DHX9,3.81772,0,53,1,0,0.0197344,4
ZNF655,3.80993,0,54,1,1,0.0357384,1
RAB7L1,3.80666,0,53,1,0,0.0219966,16
RUNX1,3.80529,15.3526,80,1,0,0.0775936,1
RBPJ,3.80047,0,52,1,0,0.011432,2
TET3,3.79854,0,51,1,0,0,0
ZBTB34,3.79854,0,51,1,0,0,0
ZNF654,3.79854,0,51,1,0,0,17
IFNAR2,3.79638,0,55,1,0,0.0477498,19
VRK1,3.795,0,52,1,0,0.0125497,0
BCLAF1,3.78506,0,52,1,0,0.0145821,13
VRK2,3.76054,0,53,1,0,0.0314224,2
ATR,3.76045,0,52,1,0,0.0196135,28
RNF103,3.7603,0,57,1,0,0.0787796,3
ZMYM3,3.75332,0,50,1,1,0,1
ETV6,3.75038,1.67366,54,1,0,0.0165443,0
PTK2,3.7426,0,57,1,1,0.0849842,0
VEGFA,3.74226,0,53,1,0,0.0351587,0
CTNNBIP1,3.74182,0,52,1,0,0.0234217,0
ARRB1,3.74067,0,50,1,0,0,0
COMMD7,3.74067,0,50,1,0,0,0
HNRNPC,3.74067,0,50,1,0,0,0
RBM22,3.74067,0,50,1,0,0,0
DRAP1,3.72486,0,67,1,0,0.204298,0
SNRNP70,3.71355,0,52,1,1,0.0317842,1
JUP,3.70891,0,52,1,0,0.0301468,0
VPS25,3.70657,0,52,1,0,0.0306256,1
FGR,3.70461,0,108,1,0,0.693359,30
PIK3C3,3.70173,0,54,1,0,0.0552707,0
NHP2L1,3.69755,0,51,1,0,0.0206427,2
NR4A2,3.69613,0,52,1,0,0.0327588,2
TFE3,3.69546,0,49,1,1,0,5
KAT5,3.68776,0,51,1,0,0.0226439,0
DDX27,3.6868,0,51,1,0,0.0228414,7
YEATS4,3.68534,0,51,1,0,0.0231383,1
CHMP1B,3.68281,0,49,1,0,0,1
CDKN1A,3.68002,0,51,1,0,0.0242267,19
ID2,3.67559,0,58,1,0,0.107923,0
DDX41,3.67262,2.47496,54,1,0,0.0186587,0
RAB8B,3.67245,0,50,1,0,0.0139452,0
IRF2,3.67154,0,53,1,0,0.0496137,15
SF3B1,3.66601,0.394695,51,1,0,0.0203032,7
SYF2,3.65571,0,53,1,0,0.0528493,0
ZNF746,3.64708,0,76,1,1,0.32923,0
CSDA,3.64097,0,53,1,0,0.0558638,0
CCNC,3.64033,0,83,1,0,0.410815,0
HOXA10,3.6376,0,48,1,1,0,1
MDFIC,3.6376,0,48,1,1,0,14
ZC3H4,3.6376,0,48,1,1,0,0
KAT2A,3.63209,0,88,1,0,0.471635,11
ZNF398,3.63071,0,49,1,1,0.0132364,13
HMGB1,3.6259,0,49,1,0,0.0116331,17
POLR1E,3.62495,0,48,1,0,0,28
RAB5A,3.62495,0,48,1,0,0,6
SCML1,3.62495,0,48,1,0,0,0
USP22,3.62495,0,48,1,0,0,1
ZBTB41,3.62495,0,48,1,0,0,2
ZNF609,3.62495,0,48,1,0,0,1
RNF114,3.61205,0,50,1,0,0.0262906,0
HCLS1,3.61131,0.928118,90,1,0,0.483576,5
SS18,3.61129,0,50,1,0,0.0264461,0
RAB21,3.60629,0,49,1,0,0.0156423,1
RAB7A,3.60167,0,49,1,0,0.0165853,15
ZNF581,3.60144,0,64,1,1,0.196628,1
DACH1,3.59694,0,56,1,0,0.100344,0
ASH2L,3.58954,0,49,1,1,0.0216511,2
SIRT5,3.58911,0,50,1,0,0.0309794,10
PRPF19,3.58715,0,49,1,0,0.0195552,0
JARID2,3.58423,0,53,1,0,0.0674613,1
SIN3B,3.57974,0,47,1,1,0,0
ZBTB10,3.57974,0,47,1,1,0,0
LSM3,3.57809,0,49,1,0,0.0214053,0
YWHAH,3.57676,0,49,1,0,0.0216788,0
TAF1D,3.57628,0,72,1,0,0.293805,18
GTF2E2,3.57468,0,48,1,1,0.0128607,2
SMAD5,3.57441,0,50,1,0,0.0339849,1
CCDC59,3.57185,0,51,1,0,0.0463363,0
HEXIM1,3.56709,0,47,1,0,0,0
TCEAL1,3.56709,0,47,1,0,0,2
ZC3H12C,3.56709,0,47,1,0,0,0
PASK,3.56061,0,49,1,0,0.0249792,1
TSEN2,3.55898,0,48,1,0,0.0134837,10
LSM1,3.55468,0,50,1,1,0.0406027,1
SPI1,3.55165,0,54,1,0,0.0859471,11
SKIV2L2,3.54833,0,48,1,0,0.0156612,14
CDK9,3.53911,0,49,1,0,0.0293741,0
ZNF639,3.53883,0,48,1,0,0.0176026,7
RAB1A,3.53561,0,50,1,0,0.0419147,1
ZNF12,3.53016,0,52,1,1,0.0692705,29
SMARCA2,3.52849,1.21112,50,1,0,0.0225425,6
CCNG2,3.52749,0.821023,49,1,0,0.0176293,4
CEBPZ,3.52352,0,52,1,0,0.0680412,0
REL,3.51834,0,48,1,0,0.0217894,1
TACC3,3.51762,0,60,1,0,0.163867,5
SFPQ,3.51513,0,48,1,0,0.0224476,0
LITAF,3.51147,0,50,1,0,0.0468498,0
PATL1,3.50922,0,46,1,0,0,1
ZFP91,3.50922,0,46,1,0,0,0
GTF3A,3.50543,0,49,1,0,0.0362571,7
KDM5A,3.50541,0,47,1,0,0.0126078,34
MSRB2,3.50456,0,48,1,0,0.0246077,1
LSM10,3.50436,0,48,1,0,0.0246473,1
ZC3H15,3.5019,0,47,1,0,0.0133234,0
ELP3,3.50145,0,48,1,1,0.0278279,0
HNRNPUL1,3.49903,1.66354,58,1,1,0.117991,0
ERG,3.4946,0,69,1,0,0.275019,8
FABP4,3.48709,0,109,1,1,0.752233,0
MACC1,3.48622,0,60,1,1,0.172872,0
ZBED3,3.48557,0,47,1,0,0.0166617,0
HLX,3.48484,0,50,1,0,0.0522929,2
CDKN1B,3.47593,0,47,1,0,0.0186328,7
MLLT3,3.47462,0,48,1,0,0.0307277,0
PER2,3.4734,0,51,1,0,0.0664607,0
CDC5L,3.47245,0,48,1,0,0.0311712,2
TRIM45,3.4695,0.924453,50,1,0,0.0395313,3
LYN,3.46758,0,70,1,1,0.294955,12
BCAS2,3.46684,0,47,1,0,0.0204915,1
KLF6,3.46378,0,47,1,0,0.0211156,15
ZC3HC1,3.45888,1.43652,47,1,1,0,5
MED8,3.45631,0,48,1,0,0.0344701,5
RRAS,3.45623,0,47,1,1,0.0252442,7
TCF12,3.45185,0,50,1,0,0.0590371,4
CHD1,3.45136,0,45,1,0,0,2
OLIG1,3.45136,0,45,1,0,0,0
RAB14,3.45136,0,45,1,0,0,0
RBCK1,3.45136,0,45,1,0,0,0
RFWD2,3.45136,0,45,1,0,0,0
KEAP1,3.45018,0,46,1,1,0.0146524,0
TPR,3.44919,0,48,1,0,0.0359256,40
ATM,3.44897,0,47,1,0,0.0241443,0
ZFPM1,3.44591,0,47,1,0,0.0247687,0
DHX8,3.44553,0,47,1,0,0.0248476,3
MALT1,3.44473,0,46,1,0,0.0131808,13
NFE2L1,3.44418,0,48,1,0,0.0369483,29
HNRNPR,3.44167,0,46,1,0,0.013808,0
EZH2,3.44012,7.13312,56,1,1,0.0123164,0
KDM3B,3.43401,1.5817,47,1,0,0,2
RFC1,3.42411,0.962574,49,1,0,0.0363257,8
SMAD4,3.41638,0,47,1,0,0.0308044,28
ZKSCAN1,3.41609,0,46,1,1,0.0216209,23
DDX28,3.40904,0,46,1,0,0.0204769,0
USP16,3.4088,0,48,1,0,0.0441801,0
JUND,3.40797,0,45,1,1,0.0114552,0
CREM,3.40758,0,46,1,0,0.0207746,23
TAF5,3.40691,0,46,1,0,0.0209114,2
CCNE2,3.40619,0,45,1,1,0.0118187,0
CASP8,3.40526,0,50,1,0,0.0685601,3
AFF1,3.39631,0,46,1,0,0.0230793,0
DDX55,3.38972,0,45,1,0,0.0125987,13
KLF10,3.38724,0,46,1,1,0.0275183,1
STRAP,3.38175,0,45,1,0,0.0142292,0
NR2C2,3.37279,0,48,1,0,0.0515411,21
CBX6,3.37206,0,45,1,0,0.0162093,0
LZTFL1,3.37148,0,45,1,0,0.0163278,11
MLL3,3.37098,1.19382,52,1,0,0.0786915,0
TCERG1,3.36603,0,45,1,0,0.0174415,21
FYN,3.3628,0,47,1,0,0.041756,0
MED16,3.35524,0,45,1,1,0.0222321,0
ECSIT,3.35486,0,45,1,1,0.0223106,1
NLRP3,3.35311,0,73,1,0,0.351247,2
PHB,3.35303,0,45,1,0,0.020099,1
RCBTB1,3.35192,0,46,1,0,0.0321519,3
CITED2,3.34779,0,56,1,0,0.151272,0
E2F2,3.34634,0,46,1,0,0.0332926,0
TRIM33,3.34103,0,44,1,0,0.0107254,0
NCOA3,3.33723,1.21112,46,1,0,0.0143275,0
MED12,3.33631,2.20551,46,1,1,0,13
PRDM8,3.33563,0,43,1,0,0,0
RBBP7,3.33563,0,43,1,0,0,10
ZDHHC13,3.33563,0,43,1,0,0,8
ZNF26,3.33563,0,43,1,0,0,12
NPAT,3.33324,0,45,1,0,0.0241443,17
TP53,3.33313,14.342,65,1,0,0.0140759,3
PHF21A,3.32428,0,46,1,0,0.0378025,0
PER1,3.3196,0,46,1,0,0.0387595,0
PHF2,3.31849,0,44,1,0,0.0153329,0
JMJD1C,3.31755,0.995679,48,1,0,0.0457107,0
MXD4,3.31435,0,44,1,0,0.0161795,1
TERF1,3.31224,0,44,1,1,0.0191947,6
PPP1R8,3.30447,0,44,1,0,0.0181985,2
PRDM16,3.30055,1.76195,49,1,0,0.047835,4
BUD31,3.29952,0,47,1,1,0.0572775,0
CCNA1,3.29791,0,55,1,0,0.149638,1
ZCCHC24,3.29704,0,44,1,0,0.019718,0
KDM3A,3.29639,0,44,1,0,0.0198506,5
MCM7,3.29572,0,44,1,1,0.0225716,3
MLLT6,3.29487,0,48,1,0,0.0674679,0
MYC,3.29475,0.974694,45,1,1,0.0178344,5
PIM3,3.29042,0,42,1,1,0,20
ZDHHC7,3.28779,0,44,1,0,0.0216081,16
RAB22A,3.27677,0,54,1,0,0.142134,4
LEO1,3.27676,0.801343,45,1,0,0.0219083,24
ATXN7,3.27491,0,44,1,0,0.0242408,5
QKI,3.27077,0,45,1,0,0.036914,19
BACH2,3.26858,0,43,1,0,0.0137057,1
IKZF2,3.2677,0,44,1,0,0.0257143,0
ZNF512,3.26726,0,49,1,0,0.08494,28
RCHY1,3.26384,0,46,1,0,0.0501564,4
HTATIP2,3.25761,0,67,1,0,0.299806,1
ZCCHC17,3.25433,0,43,1,0,0.0166181,0
ZCCHC6,3.25151,0,45,1,0,0.0408503,0
CHD4,3.24441,0.161781,43,1,0,0.0158649,1
MED21,3.24157,1.89963,56,1,0,0.140314,3
TRIB3,3.24133,0,43,1,0,0.0192767,0
FOXN3,3.23934,0,43,1,0,0.0196818,0
PTPN6,3.2369,0,82,1,0,0.481449,2
CWC22,3.2199,0,41,1,0,0,0
JMJD6,3.2199,0,41,1,0,0,0
RAP2C,3.2199,0,41,1,0,0,13
RBM25,3.2199,0,41,1,0,0,15
SAP18,3.21754,0,45,1,0,0.0477943,27
EID2,3.21726,0,43,1,1,0.0267821,0
ZNF200,3.21426,0,43,1,0,0.0248093,0
PRKCI,3.20926,0,43,1,0,0.0258301,5
RAB40C,3.20885,0,42,1,0,0.0140886,2
CRK,3.20782,0,42,1,0,0.0142981,1
PARP1,3.20739,0,42,1,0,0.0143861,3
MTF2,3.20632,0,44,1,0,0.0382605,6
LCOR,3.20595,0,44,1,0,0.0383355,1
WBP11,3.20585,0,43,1,0,0.0265281,1
TAF11,3.20107,0,44,1,0,0.0393342,8
ZNF281,3.19655,0,46,1,0,0.063911,0
TAF2,3.1962,0,43,1,1,0.0310859,0
RCAN1,3.19063,0,44,1,0,0.0414665,0
MCM3,3.18598,0,44,1,0,0.0424177,0
HHEX,3.1845,0,48,1,0,0.0900293,27
TNFSF4,3.16943,0,45,1,0,0.0576274,3
C10orf137,3.16848,0,41,1,0,0.010511,8
HSF2,3.16412,0,42,1,0,0.0232321,9
RIPK1,3.16205,0,40,1,0,0,4
RNF113A,3.16205,0,40,1,0,0,14
SAP30,3.15781,0,41,1,0,0.0126924,0
RBBP8,3.15367,0,41,1,0,0.0135392,0
SRRM1,3.15283,0,41,1,0,0.0137101,0
SMARCC1,3.15171,0,42,1,0,0.025767,33
ZNF346,3.1512,0,41,1,0,0.0140438,7
BATF,3.13924,0,45,1,0,0.0637991,0
MXI1,3.13827,0,77,1,0,0.442472,0
NR1H2,3.13542,0,41,1,1,0.0198556,2
SMG1,3.13424,0.856985,43,1,0,0.0264269,25
FOXK2,3.12668,0,42,1,0,0.0308847,0
FES,3.12624,0,76,1,0,0.433105,1
ARID2,3.12047,1.86967,42,1,0,0,15
EEF1A1,3.11744,0,42,1,0,0.0327727,6
RBM8A,3.1173,0,42,1,0,0.032802,0
HIVEP1,3.11663,0.29243,41,1,0,0.01608,1
SMAD3,3.11524,0,41,1,0,0.0213941,5
BCL2,3.11401,0,50,1,0,0.128092,4
PRPF38A,3.11321,0,41,1,0,0.0218092,10
SP100,3.10927,0,45,1,0,0.0699234,0
TRRAP,3.10805,0,43,1,1,0.0491033,0
FOXN2,3.10743,0,42,1,0,0.0348181,0
WHSC2,3.10738,0,40,1,0,0.0111746,0
FOSB,3.10657,0,44,1,1,0.0612361,0
MED13,3.10418,0,39,1,0,0,1
MEF2A,3.10418,0,39,1,0,0,11
UPF3B,3.10418,0,39,1,0,0,11
ZNF22,3.10418,0,39,1,0,0,14
ZXDC,3.10418,0,39,1,0,0,9
CSTF1,3.10313,0,40,1,0,0.0120428,3
POLR2K,3.0913,0,42,1,1,0.0407022,0
DDX49,3.09094,0,40,1,1,0.0171199,6
PURB,3.08388,0,40,1,1,0.0185636,0
SAFB2,3.08293,0,44,1,1,0.0660679,0
SMNDC1,3.08102,0,40,1,0,0.0165616,0
EXOSC4,3.07985,0,40,1,1,0.0193859,0
ATF2,3.07695,0,41,1,0,0.0292213,0
ZFAND5,3.07352,0,40,1,0,0.0180953,0
VPS36,3.0715,0,40,1,0,0.0185083,3
SMARCE1,3.06867,0,40,1,0,0.0190862,20
ZNF439,3.05897,0,38,1,1,0,37
ZNF318,3.05831,0,48,1,0,0.115822,1
PA2G4,3.05456,1.66354,44,1,0,0.0406728,29
DVL3,3.05362,0,40,1,0,0.0221635,0
CRNKL1,3.04632,0,38,1,0,0,0
RNASEL,3.04632,0,38,1,0,0,0
ILF3,3.04583,0,39,1,1,0.0145125,19
ZCCHC10,3.04258,0,39,1,0,0.0125905,0
POLR2I,3.03716,0,52,1,1,0.17004,4
RBM15,3.03572,0,40,1,0,0.0258218,18
TASP1,3.03566,0,39,1,0,0.0140053,2
HOXB2,3.03465,0,58,1,0,0.238933,1
RNF40,3.03375,0,41,1,0,0.0380502,0
MAP3K8,3.02955,0,39,1,0,0.0152538,6
KHSRP,3.02668,0,40,1,1,0.0302542,0
PPARA,3.02097,0,39,1,0,0.0170088,0
CNOT7,3.02072,0,41,1,1,0.0432991,0
SNRPF,3.01998,0,39,1,0,0.0172098,0
ZBED4,3.01908,0.197911,40,1,1,0.0284048,1
PPP2R5B,3.01819,0,39,1,0,0.0175753,0
DDX6,3.01341,0,42,1,0,0.0540363,0
DDX23,3.01341,0.756962,41,1,0,0.0291908,0
ZNF518B,3.00679,0.4698,38,1,0,0,0
CDC14A,3.00153,0,39,1,0,0.0209812,6
ZNF652,3.0015,0,45,1,0,0.0919534,0
MLL2,3.00128,0.21467,39,1,0,0.0173417,2
NFIX,3.00111,0,37,1,1,0,2
ZNF765,3.00111,0,37,1,1,0,19
ASH1L,2.99925,0,40,1,0,0.0332765,12
EAF1,2.99596,0,39,1,0,0.0221197,0
EPC2,2.98846,0,37,1,0,0,19
EXOSC3,2.98846,0,37,1,0,0,0
POLA1,2.98846,0,37,1,0,0,0
ZNF629,2.98846,0,37,1,0,0,3
RFXAP,2.98735,0,38,1,0,0.0120527,22
POLI,2.98359,0,38,1,0,0.0128224,19
PRKCZ,2.98297,0,47,1,0,0.119396,0
RIPK2,2.98221,0,39,1,1,0.0275153,2
EP300,2.98214,0,39,1,0,0.0249456,0
ZNF330,2.98189,0,41,1,0,0.0486501,22
ZGPAT,2.98107,0,59,1,0,0.261712,1
CREB1,2.98085,0,41,1,0,0.048863,0
ZNF337,2.97997,0,40,1,0,0.0372176,17
ZNF184,2.97489,0,39,1,0,0.0264273,31
PPP2R1B,2.97459,0,41,1,0,0.0501422,0
NR1D2,2.97171,0,38,1,0,0.01525,0
PPP1R15B,2.97036,0,38,1,0,0.0155273,0
HELLS,2.96522,0,38,1,0,0.0165769,0
CTDSP2,2.95565,0,44,1,0,0.0894977,17
MCM2,2.95323,0,38,1,0,0.0190272,1
NKRF,2.95273,1.11238,38,1,0,0,6
HNRNPL,2.94324,0,36,1,1,0,0
ZNF45,2.94324,0,36,1,1,0,22
CEBPB,2.93749,0,37,1,0,0.0104186,11
HNRNPA0,2.93216,0,39,1,0,0.0351605,2
E2F1,2.93043,0,37,1,0,0.011862,0
NFAT5,2.92786,0,46,1,0,0.118831,0
E2F8,2.92781,1.44009,41,1,0,0.0349396,0
NRAS,2.92203,16,63,1,0,0.0459376,32
SIK1,2.92025,0,37,1,0,0.0139436,0
TFCP2,2.91867,0,38,1,0,0.0260913,0
SETDB1,2.91763,0,38,1,0,0.0263036,0
POLR3B,2.91375,0.966576,40,1,0,0.0341295,3
UBTF,2.90606,0,38,1,0,0.0286692,0
ING2,2.90431,0,37,1,0,0.0172001,1
ZRANB2,2.90391,0,40,1,0,0.0527636,31
ZNF25,2.89996,0,38,1,0,0.0299166,2
AKIRIN2,2.89761,0,37,1,0,0.0185703,0
HNRNPD,2.89128,0,39,1,0,0.043516,18
ZSWIM7,2.88937,0,37,1,0,0.0202551,9
HTATSF1,2.88538,0,35,1,1,0,32
TRIM59,2.88506,0,39,1,0,0.0447873,21
TMF1,2.88189,0,37,1,0,0.0217825,2
ZZZ3,2.87819,0,37,1,0,0.0225403,2
ZCCHC8,2.87273,0,35,1,0,0,0
ZBTB17,2.86759,0,37,1,0,0.0247059,0
SNRNP25,2.86573,0,36,1,0,0.0132578,0
PRICKLE1,2.86026,0,39,1,0,0.0498583,3
ZFYVE16,2.85808,0,38,1,0,0.0384767,33
ZFYVE26,2.85805,0,37,1,0,0.0266567,0
SLC2A4RG,2.8542,0,38,1,0,0.0392688,16
C1D,2.85306,0,41,1,0,0.0749844,0
PDCD11,2.85286,0,36,1,0,0.0158889,0
PTPN11,2.84944,5.01502,43,1,0,0.013136,0
TRIM38,2.84511,0,39,1,0,0.0529546,1
TRIM22,2.84505,0,75,1,0,0.478752,0
MAML1,2.8408,0,36,1,0,0.0183532,0
RNF19A,2.83985,0,40,1,1,0.0684432,0
LMO4,2.83773,0,37,1,0,0.0308091,0
FUBP1,2.83752,0,37,1,0,0.030853,0
U2AF1,2.83551,15.6536,59,1,0,0.0222678,0
PTBP2,2.83531,0,36,1,0,0.0194764,4
SLU7,2.8343,0,37,1,0,0.0315101,1
PURA,2.83217,0,37,1,0,0.0319454,1
ZNF317,2.82751,0,34,1,1,0,0
ZNF627,2.82751,0,34,1,1,0,32
NFYB,2.82384,0,40,1,0,0.0691308,37
TFAM,2.82166,1.57512,38,1,0,0.0188328,0
ACVR1B,2.81916,0,37,1,0,0.0346049,17
CHD9,2.81486,0,34,1,0,0,11
MSL3,2.81486,0,34,1,0,0,0
THOC2,2.81486,0,34,1,0,0,29
TLE1,2.81486,0,34,1,0,0,1
ZDHHC18,2.81486,0,34,1,0,0,1
ZDHHC23,2.81486,0,34,1,0,0,6
ZNF697,2.81486,0,34,1,0,0,23
CDC73,2.81443,0,60,1,0,0.307601,0
MED14,2.81248,0.866461,35,1,1,0,9
ZBTB43,2.80964,0,36,1,0,0.0247237,0
SET,2.80628,0,40,1,0,0.0727189,23
MORC2,2.80192,0,37,1,0,0.0381292,22
ARNTL,2.79916,0,40,1,0,0.0741738,0
ZNF331,2.7976,0,38,1,1,0.0534252,12
INSR,2.79642,0,66,1,1,0.38483,0
WDR5,2.79209,0,36,1,0,0.0283094,0
GTF3C1,2.79122,0,36,1,0,0.0284887,0
SF3A3,2.78943,0,40,1,0,0.0761648,20
AKT1,2.78619,0,41,1,0,0.0886532,0
CCNA2,2.78556,0,35,1,0,0.017818,0
GEMIN5,2.78297,0,41,1,0,0.0893113,1
ZNF189,2.77604,0,35,1,0,0.0197645,11
HOXA7,2.77557,0,43,1,1,0.117064,1
RXRA,2.77508,0,35,1,0,0.0199595,2
ZNF101,2.76965,0,33,1,1,0,0
ZNF529,2.76965,0,33,1,1,0,25
TRIM21,2.76855,0,46,1,0,0.151395,1
SERTAD1,2.76642,0,35,1,1,0.0243159,35
CASZ1,2.75981,0.809668,36,1,0,0.0209854,2
BTG2,2.75947,0,34,1,0,0.0113234,0
POLR2C,2.75744,0,36,1,0,0.0353932,0
ADNP2,2.75701,0,33,1,0,0,0
BDP1,2.75701,0,33,1,0,0,13
DDX3Y,2.75701,0,33,1,0,0,0
DDX46,2.75701,0,33,1,0,0,1
ZDHHC17,2.75701,0,33,1,0,0,13
ZNF593,2.75701,0,33,1,0,0,0
ZNF673,2.75701,0,33,1,0,0,25
ZRANB1,2.75701,0,33,1,0,0,14
HNRNPF,2.75176,0,51,1,0,0.213966,0
MEF2D,2.74898,0,34,1,0,0.0134674,0
SNX6,2.74824,0,67,1,0,0.403922,17
NFATC1,2.7422,0,36,1,0,0.0385083,2
CHUK,2.73943,0,49,1,0,0.19283,4
SRRM2,2.73852,0.709965,67,1,0,0.393699,1
DDX42,2.73495,0,34,1,0,0.0163345,1
TIAL1,2.73244,0,34,1,0,0.0168469,16
ZNF592,2.73161,0,34,1,0,0.0170175,1
ENPP2,2.73151,0,38,1,1,0.0669331,1
ZNF207,2.73066,0,36,1,0,0.0408661,0
MAP3K7,2.72342,0,34,1,0,0.0186917,10
NR4A3,2.72174,0,34,1,0,0.0190347,2
TAF12,2.71773,0,34,1,0,0.0198549,0
ELF1,2.7161,1.16115,47,1,0,0.153976,9
IL1B,2.71186,0,44,1,0,0.139328,0
CCNE1,2.71179,0,32,1,1,0,0
MLLT10,2.70892,0,35,1,0,0.0334832,13
CENPF,2.70878,0.129596,34,1,0,0.0194554,1
MYBBP1A,2.70589,0,35,1,0,0.034104,2
MLL,2.70181,0,34,1,0,0.0231084,25
WTAP,2.70138,0,33,1,0,0.0113706,2
ELF2,2.69914,0,32,1,0,0,1
L3MBTL3,2.69914,0,32,1,0,0,11
SRA1,2.69914,0,32,1,0,0,34
ZC3H6,2.69914,0,32,1,0,0,0
ZCCHC2,2.69914,0,32,1,0,0,0
ZFP62,2.69914,0,32,1,0,0,24
ZNF764,2.69721,0,33,1,0,0.0122232,1
GTF2A2,2.69387,0,35,1,0,0.0365605,23
TGIF2,2.69319,0,38,1,0,0.072181,21
USP4,2.69061,0,34,1,0,0.0253987,3
E4F1,2.68878,0,33,1,0,0.0139451,0
BCL3,2.6872,0,34,1,1,0.0286814,4
ASF1B,2.67954,0,33,1,1,0.0184203,0
ZBTB7A,2.67899,0,33,1,1,0.0185316,0
AFF3,2.67863,0,38,1,0,0.0751558,1
MGA,2.67743,0.258061,32,1,0,0,10
NFYA,2.67605,0,33,1,0,0.0165466,0
WBP4,2.67411,0,33,1,0,0.0169449,0
ZNF91,2.67153,0,36,1,1,0.0555392,10
ZNF638,2.66931,0.860121,38,1,0,0.0622701,26
MBNL1,2.66753,0,66,1,0,0.408592,1
RNF4,2.66551,0,35,1,0,0.0423566,0
ZNF238,2.6652,0,66,1,0,0.409067,0
VDR,2.65813,0,36,1,0,0.0556928,13
BCL6,2.65725,0,33,1,0,0.0203909,28
TRIP6,2.65393,0,31,1,1,0,0
ZNF789,2.65393,0,31,1,1,0,0
ZNF823,2.65393,0,31,1,1,0,0
CDC6,2.65213,0,36,1,0,0.0569181,0
ZNF136,2.65009,0,32,1,1,0.012611,15
ARID5A,2.64952,0,33,1,0,0.0219707,1
RNF6,2.6487,0,33,1,0,0.022138,0
GPX3,2.64858,0,55,1,0,0.282363,9
SUDS3,2.64696,1.99568,34,1,0,0,0
DZIP3,2.64647,0,33,1,0,0.0225945,0
SNRNP48,2.64447,0,34,1,0,0.0348299,0
BHLHE40,2.64252,0,33,1,0,0.0234007,0
IKBKB,2.64168,0,32,1,1,0.0143306,0
RAB1B,2.64128,0,31,1,0,0,0
ZNF124,2.64128,0,31,1,0,0,0
ZNF24,2.64128,0,31,1,0,0,0
PRPF18,2.64029,0,33,1,0,0.0238569,0
NFKBIA,2.63952,0,32,1,0,0.0121855,36
